,game_id,date,duration,platform,p1_char,p2_char,p3_char,p4_char,stage,is_teams,is_pal
726,20190406T174536,2019-04-06 17:45:36+00:00,7484,Platform.NINTENDONT,9.0,,,20.0,28,False,False
727,20190406T164725,2019-04-06 16:47:25+00:00,10031,Platform.NINTENDONT,,,0.0,15.0,2,False,False
728,20190406T145714,2019-04-06 14:57:14+00:00,9073,Platform.NINTENDONT,,,25.0,12.0,31,False,False
729,20190406T175827,2019-04-06 17:58:27+00:00,8705,Platform.NINTENDONT,2.0,20.0,,,32,False,False
730,20190406T180312,2019-04-06 18:03:12+00:00,11729,Platform.NINTENDONT,19.0,,,12.0,32,False,False
731,20190406T131526,2019-04-06 13:15:26+00:00,10204,Platform.NINTENDONT,16.0,,,16.0,8,False,False
732,20190406T165605,2019-04-06 16:56:05+00:00,14575,Platform.NINTENDONT,9.0,,,16.0,28,False,False
733,20190406T143615,2019-04-06 14:36:15+00:00,12816,Platform.NINTENDONT,9.0,2.0,,,31,False,False
734,20190406T193144,2019-04-06 19:31:44+00:00,11070,Platform.NINTENDONT,,9.0,,25.0,32,False,False
735,20190406T140308,2019-04-06 14:03:08+00:00,17564,Platform.NINTENDONT,16.0,,7.0,,32,False,False
736,20190406T220322,2019-04-06 22:03:22+00:00,4835,Platform.NINTENDONT,2.0,2.0,,,8,False,False
737,20190406T152708,2019-04-06 15:27:08+00:00,6498,Platform.NINTENDONT,,,2.0,9.0,8,False,False
738,20190406T045506,2019-04-06 04:55:06+00:00,13208,Platform.NINTENDONT,,,20.0,2.0,31,False,False
739,20190406T220454,2019-04-06 22:04:54+00:00,8634,Platform.NINTENDONT,9.0,9.0,,,32,False,False
740,20190406T091025,2019-04-06 09:10:25+00:00,5970,Platform.NINTENDONT,22.0,,,2.0,2,False,False
741,20190406T014946,2019-04-06 01:49:46+00:00,11359,Platform.NINTENDONT,,9.0,,20.0,31,False,False
742,20190406T024113,2019-04-06 02:41:13+00:00,10895,Platform.NINTENDONT,,20.0,,2.0,8,False,False
743,20190406T134314,2019-04-06 13:43:14+00:00,11564,Platform.NINTENDONT,20.0,,,13.0,8,False,False
744,20190406T084158,2019-04-06 08:41:58+00:00,8079,Platform.NINTENDONT,2.0,,,19.0,2,False,False
745,20190406T113218,2019-04-06 11:32:18+00:00,10878,Platform.NINTENDONT,15.0,0.0,18.0,6.0,31,True,False
746,20190309T002638,2019-03-09 00:26:38+00:00,8126,Platform.NINTENDONT,9.0,20.0,,,8,False,False
747,20190406T122012,2019-04-06 12:20:12+00:00,7976,Platform.NINTENDONT,,9.0,,2.0,28,False,False
748,20190406T164053,2019-04-06 16:40:53+00:00,10958,Platform.NINTENDONT,,,0.0,15.0,31,False,False
749,20190406T211312,2019-04-06 21:13:12+00:00,5812,Platform.NINTENDONT,2.0,20.0,,,2,False,False
750,20190309T023027,2019-03-09 02:30:27+00:00,8771,Platform.NINTENDONT,15.0,,,19.0,31,False,False
751,20190406T104638,2019-04-06 10:46:38+00:00,14047,Platform.NINTENDONT,2.0,,,2.0,3,False,False
752,20190406T184010,2019-04-06 18:40:10+00:00,10242,Platform.NINTENDONT,,2.0,,2.0,28,False,False
753,20190406T112933,2019-04-06 11:29:33+00:00,8915,Platform.NINTENDONT,,2.0,,9.0,8,False,False
754,20190406T174446,2019-04-06 17:44:46+00:00,8301,Platform.NINTENDONT,9.0,,,2.0,32,False,False
755,20190406T162556,2019-04-06 16:25:56+00:00,11053,Platform.NINTENDONT,9.0,,,2.0,8,False,False
756,20190406T051836,2019-04-06 05:18:36+00:00,4087,Platform.NINTENDONT,9.0,4.0,,,31,False,False
757,20190406T103802,2019-04-06 10:38:02+00:00,10733,Platform.NINTENDONT,,20.0,2.0,,31,False,False
758,20190406T191623,2019-04-06 19:16:23+00:00,9792,Platform.NINTENDONT,,19.0,,2.0,8,False,False
759,20190406T105730,2019-04-06 10:57:30+00:00,7598,Platform.NINTENDONT,,,2.0,19.0,2,False,False
760,20190406T210434,2019-04-06 21:04:34+00:00,14044,Platform.NINTENDONT,,,6.0,16.0,32,False,False
761,20190406T121123,2019-04-06 12:11:23+00:00,9410,Platform.NINTENDONT,,9.0,,20.0,32,False,False
762,20190406T131456,2019-04-06 13:14:56+00:00,6915,Platform.NINTENDONT,,,2.0,20.0,8,False,False
763,20190406T162032,2019-04-06 16:20:32+00:00,11187,Platform.NINTENDONT,1.0,,,9.0,31,False,False
764,20190406T174650,2019-04-06 17:46:50+00:00,8894,Platform.NINTENDONT,14.0,,15.0,,32,False,False
765,20190406T064457,2019-04-06 06:44:57+00:00,8352,Platform.NINTENDONT,,,14.0,9.0,31,False,False
766,20190406T143942,2019-04-06 14:39:42+00:00,15331,Platform.NINTENDONT,,,25.0,2.0,3,False,False
767,20190406T002937,2019-04-06 00:29:37+00:00,8036,Platform.NINTENDONT,0.0,,,9.0,31,False,False
768,20190309T013456,2019-03-09 01:34:56+00:00,9017,Platform.NINTENDONT,2.0,,14.0,,32,False,False
769,20190406T114827,2019-04-06 11:48:27+00:00,10834,Platform.NINTENDONT,,1.0,,2.0,31,False,False
770,20190309T001913,2019-03-09 00:19:13+00:00,10233,Platform.NINTENDONT,1.0,,,9.0,2,False,False
771,20190406T104349,2019-04-06 10:43:49+00:00,8747,Platform.NINTENDONT,,,2.0,2.0,28,False,False
772,20190406T181431,2019-04-06 18:14:31+00:00,5466,Platform.NINTENDONT,9.0,,,20.0,2,False,False
773,20190406T195444,2019-04-06 19:54:44+00:00,12657,Platform.NINTENDONT,9.0,,,0.0,28,False,False
774,20190309T021341,2019-03-09 02:13:41+00:00,8144,Platform.NINTENDONT,9.0,2.0,,,32,False,False
775,20190406T093035,2019-04-06 09:30:35+00:00,7269,Platform.NINTENDONT,,20.0,,9.0,2,False,False
776,20190406T151412,2019-04-06 15:14:12+00:00,13919,Platform.NINTENDONT,22.0,,,12.0,2,False,False
777,20190406T162225,2019-04-06 16:22:25+00:00,11939,Platform.NINTENDONT,9.0,,,2.0,32,False,False
778,20190406T192840,2019-04-06 19:28:40+00:00,6400,Platform.NINTENDONT,,0.0,,2.0,28,False,False
779,20190406T163852,2019-04-06 16:38:52+00:00,11864,Platform.NINTENDONT,9.0,,,19.0,3,False,False
780,20190406T194202,2019-04-06 19:42:02+00:00,12918,Platform.NINTENDONT,9.0,,,2.0,3,False,False
781,20190406T144221,2019-04-06 14:42:21+00:00,4502,Platform.NINTENDONT,9.0,,,20.0,32,False,False
782,20190406T120943,2019-04-06 12:09:43+00:00,4601,Platform.NINTENDONT,20.0,,,9.0,31,False,False
783,20190406T194558,2019-04-06 19:45:58+00:00,5663,Platform.NINTENDONT,9.0,,,20.0,8,False,False
784,20190406T085327,2019-04-06 08:53:27+00:00,9954,Platform.NINTENDONT,9.0,,,2.0,2,False,False
785,20190406T143214,2019-04-06 14:32:14+00:00,11470,Platform.NINTENDONT,,,2.0,12.0,2,False,False
786,20190406T191352,2019-04-06 19:13:52+00:00,8685,Platform.NINTENDONT,19.0,,,7.0,8,False,False
787,20190309T023740,2019-03-09 02:37:40+00:00,10379,Platform.NINTENDONT,15.0,,,19.0,28,False,False
788,20190406T184818,2019-04-06 18:48:18+00:00,12373,Platform.NINTENDONT,15.0,,,2.0,28,False,False
789,20190406T162423,2019-04-06 16:24:23+00:00,8947,Platform.NINTENDONT,,,0.0,15.0,3,False,False
790,20190406T164052,2019-04-06 16:40:52+00:00,7659,Platform.NINTENDONT,0.0,,,0.0,2,False,False
791,20190406T123325,2019-04-06 12:33:25+00:00,8807,Platform.NINTENDONT,20.0,2.0,,,8,False,False
792,20190309T011651,2019-03-09 01:16:51+00:00,14466,Platform.NINTENDONT,,7.0,,16.0,28,False,False
793,20190406T135235,2019-04-06 13:52:35+00:00,6674,Platform.NINTENDONT,2.0,2.0,,,28,False,False
794,20190406T133644,2019-04-06 13:36:44+00:00,7648,Platform.NINTENDONT,0.0,,,19.0,31,False,False
795,20190406T033650,2019-04-06 03:36:50+00:00,9188,Platform.NINTENDONT,,9.0,,16.0,32,False,False
796,20190406T092713,2019-04-06 09:27:13+00:00,15137,Platform.NINTENDONT,15.0,,,19.0,28,False,False
797,20190406T153629,2019-04-06 15:36:29+00:00,17832,Platform.NINTENDONT,9.0,,,12.0,3,False,False
798,20190406T102328,2019-04-06 10:23:28+00:00,9281,Platform.NINTENDONT,20.0,,2.0,,32,False,False
799,20190406T191554,2019-04-06 19:15:54+00:00,9940,Platform.NINTENDONT,9.0,,0.0,,28,False,False
800,20190406T091554,2019-04-06 09:15:54+00:00,8970,Platform.NINTENDONT,2.0,0.0,20.0,7.0,8,True,False
801,20190406T105453,2019-04-06 10:54:53+00:00,1246,Platform.NINTENDONT,20.0,2.0,9.0,18.0,28,True,False
802,20190406T174719,2019-04-06 17:47:19+00:00,9928,Platform.NINTENDONT,9.0,,,2.0,31,False,False
803,20190406T123127,2019-04-06 12:31:27+00:00,10509,Platform.NINTENDONT,,,2.0,16.0,31,False,False
804,20190406T191959,2019-04-06 19:19:59+00:00,2979,Platform.NINTENDONT,0.0,,,2.0,31,False,False
805,20190406T082931,2019-04-06 08:29:31+00:00,130,Platform.NINTENDONT,1.0,,17.0,,28,False,False
806,20190406T202623,2019-04-06 20:26:23+00:00,10800,Platform.NINTENDONT,,,0.0,9.0,28,False,False
807,20190406T144816,2019-04-06 14:48:16+00:00,5952,Platform.NINTENDONT,,,20.0,2.0,2,False,False
808,20190406T111630,2019-04-06 11:16:30+00:00,3857,Platform.NINTENDONT,13.0,22.0,22.0,2.0,32,True,False
809,20190406T044619,2019-04-06 04:46:19+00:00,6239,Platform.NINTENDONT,,0.0,9.0,,8,False,False
810,20190406T103546,2019-04-06 10:35:46+00:00,20639,Platform.NINTENDONT,,20.0,2.0,9.0,14,False,False
811,20190406T151216,2019-04-06 15:12:16+00:00,14994,Platform.NINTENDONT,12.0,,,12.0,8,False,False
812,20190406T085053,2019-04-06 08:50:53+00:00,12625,Platform.NINTENDONT,,,3.0,15.0,2,False,False
813,20190406T193619,2019-04-06 19:36:19+00:00,9405,Platform.NINTENDONT,,,2.0,20.0,8,False,False
814,20190406T104203,2019-04-06 10:42:03+00:00,7117,Platform.NINTENDONT,,20.0,2.0,,32,False,False
815,20190406T082714,2019-04-06 08:27:14+00:00,11814,Platform.NINTENDONT,19.0,,,20.0,31,False,False
816,20190309T031959,2019-03-09 03:19:59+00:00,9396,Platform.NINTENDONT,20.0,9.0,,,3,False,False
817,20190406T182927,2019-04-06 18:29:27+00:00,9906,Platform.NINTENDONT,,9.0,,25.0,3,False,False
818,20190309T020840,2019-03-09 02:08:40+00:00,8389,Platform.NINTENDONT,9.0,,,2.0,2,False,False
819,20190406T163515,2019-04-06 16:35:15+00:00,8937,Platform.NINTENDONT,0.0,,,0.0,2,False,False
820,20190406T152910,2019-04-06 15:29:10+00:00,7354,Platform.NINTENDONT,,,2.0,9.0,31,False,False
821,20190406T120410,2019-04-06 12:04:10+00:00,13131,Platform.NINTENDONT,15.0,16.0,2.0,6.0,32,True,False
822,20190406T203503,2019-04-06 20:35:03+00:00,5933,Platform.NINTENDONT,9.0,,,16.0,32,False,False
823,20190406T154636,2019-04-06 15:46:36+00:00,11610,Platform.NINTENDONT,9.0,1.0,,,2,False,False
824,20190406T151028,2019-04-06 15:10:28+00:00,3578,Platform.NINTENDONT,,12.0,,12.0,32,False,False
825,20190406T212817,2019-04-06 21:28:17+00:00,9138,Platform.NINTENDONT,20.0,,,19.0,31,False,False
826,20190406T202351,2019-04-06 20:23:51+00:00,5068,Platform.NINTENDONT,2.0,,,23.0,8,False,False
827,20190406T165400,2019-04-06 16:54:00+00:00,9541,Platform.NINTENDONT,0.0,,,15.0,31,False,False
828,20190406T121518,2019-04-06 12:15:18+00:00,6085,Platform.NINTENDONT,9.0,20.0,,,32,False,False
829,20190406T160544,2019-04-06 16:05:44+00:00,5836,Platform.NINTENDONT,2.0,,,7.0,31,False,False
830,20190406T183026,2019-04-06 18:30:26+00:00,9362,Platform.NINTENDONT,,2.0,,2.0,3,False,False
831,20190406T083026,2019-04-06 08:30:26+00:00,12447,Platform.NINTENDONT,1.0,,17.0,,32,False,False
832,20190406T042652,2019-04-06 04:26:52+00:00,11140,Platform.NINTENDONT,,,9.0,2.0,8,False,False
833,20190406T192117,2019-04-06 19:21:17+00:00,14911,Platform.NINTENDONT,,2.0,,23.0,32,False,False
834,20190406T175001,2019-04-06 17:50:01+00:00,9647,Platform.NINTENDONT,,0.0,,0.0,2,False,False
835,20190309T015233,2019-03-09 01:52:33+00:00,7628,Platform.NINTENDONT,9.0,,,2.0,28,False,False
836,20190406T162555,2019-04-06 16:25:55+00:00,10260,Platform.NINTENDONT,0.0,,19.0,,2,False,False
837,20190406T115252,2019-04-06 11:52:52+00:00,8770,Platform.NINTENDONT,,2.0,,9.0,2,False,False
838,20190406T102048,2019-04-06 10:20:48+00:00,8682,Platform.NINTENDONT,20.0,,2.0,,2,False,False
839,20190406T162019,2019-04-06 16:20:19+00:00,1806,Platform.NINTENDONT,,,2.0,25.0,2,False,False
840,20190406T163307,2019-04-06 16:33:07+00:00,12363,Platform.NINTENDONT,1.0,,,9.0,28,False,False
841,20190406T102909,2019-04-06 10:29:09+00:00,7841,Platform.NINTENDONT,12.0,,2.0,,8,False,False
842,20190406T105900,2019-04-06 10:59:00+00:00,12435,Platform.NINTENDONT,20.0,2.0,,,32,False,False
843,20190406T130010,2019-04-06 13:00:10+00:00,11134,Platform.NINTENDONT,,10.0,,0.0,28,False,False
844,20190309T001723,2019-03-09 00:17:23+00:00,11257,Platform.NINTENDONT,20.0,,,16.0,8,False,False
845,20190406T131326,2019-04-06 13:13:26+00:00,4404,Platform.NINTENDONT,,20.0,,20.0,2,False,False
846,20190406T123044,2019-04-06 12:30:44+00:00,8400,Platform.NINTENDONT,20.0,2.0,,,31,False,False
847,20190309T001051,2019-03-09 00:10:51+00:00,5252,Platform.NINTENDONT,,19.0,,20.0,2,False,False
848,20190406T135632,2019-04-06 13:56:32+00:00,10118,Platform.NINTENDONT,20.0,,,13.0,31,False,False
849,20190406T082107,2019-04-06 08:21:07+00:00,9943,Platform.NINTENDONT,19.0,20.0,,,2,False,False
850,20190406T144746,2019-04-06 14:47:46+00:00,13656,Platform.NINTENDONT,14.0,,,12.0,31,False,False
851,20190308T235917,2019-03-08 23:59:17+00:00,1613,Platform.NINTENDONT,,9.0,,15.0,8,False,False
852,20190406T013636,2019-04-06 01:36:36+00:00,7448,Platform.NINTENDONT,2.0,,,0.0,28,False,False
853,20190406T043015,2019-04-06 04:30:15+00:00,11336,Platform.NINTENDONT,,,9.0,2.0,32,False,False
854,20190406T031656,2019-04-06 03:16:56+00:00,6443,Platform.NINTENDONT,9.0,9.0,,,28,False,False
855,20190406T161713,2019-04-06 16:17:13+00:00,13203,Platform.NINTENDONT,0.0,,,2.0,28,False,False
856,20190406T120029,2019-04-06 12:00:29+00:00,6981,Platform.NINTENDONT,,2.0,,9.0,32,False,False
857,20190406T112931,2019-04-06 11:29:31+00:00,9474,Platform.NINTENDONT,,,2.0,15.0,3,False,False
858,20190406T125623,2019-04-06 12:56:23+00:00,16280,Platform.NINTENDONT,16.0,,,16.0,2,False,False
859,20190406T072948,2019-04-06 07:29:48+00:00,4973,Platform.NINTENDONT,9.0,,9.0,,31,False,False
860,20190309T033550,2019-03-09 03:35:50+00:00,16351,Platform.NINTENDONT,2.0,11.0,,,32,False,False
861,20190406T122825,2019-04-06 12:28:25+00:00,7644,Platform.NINTENDONT,20.0,2.0,,,2,False,False
862,20190406T105530,2019-04-06 10:55:30+00:00,6095,Platform.NINTENDONT,,20.0,,19.0,3,False,False
863,20190406T051954,2019-04-06 05:19:54+00:00,7891,Platform.NINTENDONT,9.0,4.0,,,31,False,False
864,20190406T172141,2019-04-06 17:21:41+00:00,8121,Platform.NINTENDONT,1.0,2.0,,,31,False,False
865,20190406T173511,2019-04-06 17:35:11+00:00,8136,Platform.NINTENDONT,2.0,,,2.0,2,False,False
866,20190406T204047,2019-04-06 20:40:47+00:00,8456,Platform.NINTENDONT,9.0,,,16.0,28,False,False
867,20190406T054637,2019-04-06 05:46:37+00:00,8111,Platform.NINTENDONT,,20.0,0.0,,8,False,False
868,20190406T144424,2019-04-06 14:44:24+00:00,6620,Platform.NINTENDONT,9.0,,,16.0,3,False,False
869,20190406T201856,2019-04-06 20:18:56+00:00,13453,Platform.NINTENDONT,,,0.0,20.0,3,False,False
870,20190406T081750,2019-04-06 08:17:50+00:00,9483,Platform.NINTENDONT,,9.0,,20.0,8,False,False
871,20190406T075809,2019-04-06 07:58:09+00:00,6687,Platform.NINTENDONT,25.0,,,0.0,31,False,False
872,20190406T175410,2019-04-06 17:54:10+00:00,7341,Platform.NINTENDONT,9.0,,,20.0,2,False,False
873,20190406T200037,2019-04-06 20:00:37+00:00,9419,Platform.NINTENDONT,9.0,,,0.0,31,False,False
874,20190309T011336,2019-03-09 01:13:36+00:00,7645,Platform.NINTENDONT,2.0,,,20.0,3,False,False
875,20190406T192248,2019-04-06 19:22:48+00:00,14526,Platform.NINTENDONT,19.0,,,7.0,28,False,False
876,20190406T153400,2019-04-06 15:34:00+00:00,8112,Platform.NINTENDONT,,,20.0,16.0,2,False,False
877,20190406T115455,2019-04-06 11:54:55+00:00,9291,Platform.NINTENDONT,,1.0,17.0,,31,False,False
878,20190406T173947,2019-04-06 17:39:47+00:00,9824,Platform.NINTENDONT,2.0,,,15.0,2,False,False
879,20190406T185021,2019-04-06 18:50:21+00:00,10341,Platform.NINTENDONT,,2.0,,2.0,28,False,False
880,20190406T084459,2019-04-06 08:44:59+00:00,8492,Platform.NINTENDONT,,,20.0,25.0,31,False,False
881,20190406T151502,2019-04-06 15:15:02+00:00,8607,Platform.NINTENDONT,,,9.0,12.0,8,False,False
882,20190406T072442,2019-04-06 07:24:42+00:00,11063,Platform.NINTENDONT,20.0,,15.0,,31,False,False
883,20190406T071639,2019-04-06 07:16:39+00:00,15754,Platform.NINTENDONT,20.0,,15.0,,3,False,False
884,20190406T113527,2019-04-06 11:35:27+00:00,12889,Platform.NINTENDONT,9.0,2.0,7.0,16.0,31,True,False
885,20190406T111456,2019-04-06 11:14:56+00:00,11767,Platform.NINTENDONT,20.0,9.0,19.0,19.0,28,True,False
886,20190406T103052,2019-04-06 10:30:52+00:00,12267,Platform.NINTENDONT,20.0,25.0,2.0,18.0,8,True,False
887,20190406T115630,2019-04-06 11:56:30+00:00,9607,Platform.NINTENDONT,20.0,9.0,,,28,False,False
888,20190406T204949,2019-04-06 20:49:49+00:00,11963,Platform.NINTENDONT,,,14.0,9.0,3,False,False
889,20190406T115142,2019-04-06 11:51:42+00:00,10326,Platform.NINTENDONT,22.0,,,2.0,2,True,False
890,20190406T174231,2019-04-06 17:42:31+00:00,7406,Platform.NINTENDONT,0.0,,,9.0,31,False,False
891,20190406T172640,2019-04-06 17:26:40+00:00,3661,Platform.NINTENDONT,15.0,,20.0,,32,False,False
892,20190406T212656,2019-04-06 21:26:56+00:00,13149,Platform.NINTENDONT,,,9.0,6.0,32,False,False
893,20190406T192950,2019-04-06 19:29:50+00:00,8896,Platform.NINTENDONT,2.0,,,7.0,32,False,False
894,20190406T104113,2019-04-06 10:41:13+00:00,9091,Platform.NINTENDONT,,20.0,20.0,,28,False,False
895,20190406T114314,2019-04-06 11:43:14+00:00,10617,Platform.NINTENDONT,20.0,9.0,,,31,False,False
896,20190406T175926,2019-04-06 17:59:26+00:00,8002,Platform.NINTENDONT,9.0,,,20.0,28,False,False
897,20190406T154718,2019-04-06 15:47:18+00:00,11059,Platform.NINTENDONT,20.0,,,20.0,3,False,False
898,20190406T050218,2019-04-06 05:02:18+00:00,8621,Platform.NINTENDONT,,0.0,,2.0,2,False,False
899,20190406T123235,2019-04-06 12:32:35+00:00,15072,Platform.NINTENDONT,,9.0,,2.0,32,False,False
900,20190406T121436,2019-04-06 12:14:36+00:00,1677,Platform.NINTENDONT,9.0,20.0,,,31,False,False
901,20190406T135325,2019-04-06 13:53:25+00:00,16831,Platform.NINTENDONT,,9.0,,16.0,3,False,False
902,20190406T190216,2019-04-06 19:02:16+00:00,8136,Platform.NINTENDONT,,9.0,,25.0,32,False,False
903,20190406T143714,2019-04-06 14:37:14+00:00,10241,Platform.NINTENDONT,,,20.0,2.0,31,False,False
904,20190406T111907,2019-04-06 11:19:07+00:00,12745,Platform.NINTENDONT,15.0,16.0,9.0,6.0,3,True,False
905,20190406T223919,2019-04-06 22:39:19+00:00,9020,Platform.NINTENDONT,9.0,,,9.0,31,False,False
906,20190406T160132,2019-04-06 16:01:32+00:00,12948,Platform.NINTENDONT,,,6.0,15.0,3,False,False
907,20190309T003621,2019-03-09 00:36:21+00:00,10565,Platform.NINTENDONT,2.0,20.0,,,8,False,False
908,20190406T123751,2019-04-06 12:37:51+00:00,11996,Platform.NINTENDONT,,16.0,20.0,,31,False,False
909,20190406T200656,2019-04-06 20:06:56+00:00,9487,Platform.NINTENDONT,0.0,,,1.0,32,False,False
910,20190406T062718,2019-04-06 06:27:18+00:00,16085,Platform.NINTENDONT,14.0,,,19.0,31,False,False
911,20190406T174620,2019-04-06 17:46:20+00:00,11976,Platform.NINTENDONT,19.0,,,0.0,8,False,False
912,20190406T174152,2019-04-06 17:41:52+00:00,9765,Platform.NINTENDONT,2.0,,19.0,,2,False,False
913,20190406T134210,2019-04-06 13:42:10+00:00,18525,Platform.NINTENDONT,16.0,,,16.0,32,False,False
914,20190406T180038,2019-04-06 18:00:38+00:00,12454,Platform.NINTENDONT,,19.0,,0.0,31,False,False
915,20190406T162917,2019-04-06 16:29:17+00:00,17076,Platform.NINTENDONT,,20.0,0.0,,31,False,False
916,20190406T191121,2019-04-06 19:11:21+00:00,14053,Platform.NINTENDONT,,9.0,,25.0,31,False,False
917,20190406T214839,2019-04-06 21:48:39+00:00,13938,Platform.NINTENDONT,20.0,,,16.0,8,False,False
918,20190406T171943,2019-04-06 17:19:43+00:00,2156,Platform.NINTENDONT,,,2.0,15.0,31,False,False
919,20190406T183928,2019-04-06 18:39:28+00:00,12225,Platform.NINTENDONT,9.0,,,12.0,8,False,False
920,20190406T021437,2019-04-06 02:14:37+00:00,13164,Platform.NINTENDONT,15.0,14.0,,,28,False,False
921,20190308T235232,2019-03-08 23:52:32+00:00,16197,Platform.NINTENDONT,14.0,,,9.0,31,False,False
922,20190406T025651,2019-04-06 02:56:51+00:00,11541,Platform.NINTENDONT,0.0,,,2.0,31,False,False
923,20190406T104853,2019-04-06 10:48:53+00:00,5600,Platform.NINTENDONT,,9.0,,19.0,3,False,False
924,20190406T194529,2019-04-06 19:45:29+00:00,9036,Platform.NINTENDONT,,,2.0,25.0,32,False,False
925,20190406T083041,2019-04-06 08:30:41+00:00,7302,Platform.NINTENDONT,,,20.0,25.0,31,False,False
926,20190406T104648,2019-04-06 10:46:48+00:00,5558,Platform.NINTENDONT,,9.0,2.0,,8,False,False
927,20190406T143503,2019-04-06 14:35:03+00:00,7148,Platform.NINTENDONT,,,20.0,2.0,32,False,False
928,20190406T161952,2019-04-06 16:19:52+00:00,7416,Platform.NINTENDONT,9.0,,,25.0,2,False,False
929,20190406T181118,2019-04-06 18:11:18+00:00,11515,Platform.NINTENDONT,0.0,,20.0,,32,False,False
930,20190406T144536,2019-04-06 14:45:36+00:00,10425,Platform.NINTENDONT,,2.0,,9.0,28,False,False
931,20190406T192616,2019-04-06 19:26:16+00:00,11404,Platform.NINTENDONT,,3.0,,23.0,28,False,False
932,20190406T083848,2019-04-06 08:38:48+00:00,9619,Platform.NINTENDONT,2.0,,,19.0,28,False,False
933,20190406T125725,2019-04-06 12:57:25+00:00,6095,Platform.NINTENDONT,25.0,,20.0,,28,False,False
934,20190309T005655,2019-03-09 00:56:55+00:00,12367,Platform.NINTENDONT,15.0,,,9.0,31,False,False
935,20190309T015452,2019-03-09 01:54:52+00:00,8296,Platform.NINTENDONT,9.0,,,2.0,8,False,False
936,20190406T104927,2019-04-06 10:49:27+00:00,9239,Platform.NINTENDONT,,,2.0,2.0,32,False,False
937,20190406T115802,2019-04-06 11:58:02+00:00,15976,Platform.NINTENDONT,,,20.0,16.0,28,False,False
938,20190406T193332,2019-04-06 19:33:32+00:00,9294,Platform.NINTENDONT,9.0,,,20.0,2,False,False
939,20190406T145012,2019-04-06 14:50:12+00:00,8136,Platform.NINTENDONT,,,20.0,2.0,28,False,False
940,20190406T141248,2019-04-06 14:12:48+00:00,10431,Platform.NINTENDONT,20.0,,,0.0,8,False,False
941,20190406T175847,2019-04-06 17:58:47+00:00,12170,Platform.NINTENDONT,9.0,,,2.0,32,False,False
942,20190406T100200,2019-04-06 10:02:00+00:00,9669,Platform.NINTENDONT,19.0,,,15.0,31,False,False
943,20190406T204551,2019-04-06 20:45:51+00:00,13228,Platform.NINTENDONT,,,14.0,2.0,28,False,False
944,20190406T114922,2019-04-06 11:49:22+00:00,5600,Platform.NINTENDONT,20.0,9.0,,,2,False,False
945,20190406T171604,2019-04-06 17:16:04+00:00,17635,Platform.NINTENDONT,,9.0,,16.0,31,False,False
946,20190406T173013,2019-04-06 17:30:13+00:00,8781,Platform.NINTENDONT,,,0.0,9.0,31,False,False
947,20190406T172325,2019-04-06 17:23:25+00:00,9103,Platform.NINTENDONT,,,2.0,9.0,31,False,False
948,20190406T191914,2019-04-06 19:19:14+00:00,8117,Platform.NINTENDONT,9.0,,0.0,,32,False,False
949,20190406T124611,2019-04-06 12:46:11+00:00,7044,Platform.NINTENDONT,,,20.0,25.0,31,False,False
950,20190406T122506,2019-04-06 12:25:06+00:00,11061,Platform.NINTENDONT,20.0,2.0,,,8,False,False
951,20190406T124822,2019-04-06 12:48:22+00:00,11122,Platform.NINTENDONT,,,20.0,25.0,31,False,False
952,20190406T160912,2019-04-06 16:09:12+00:00,11985,Platform.NINTENDONT,,,12.0,0.0,28,False,False
953,20190406T185008,2019-04-06 18:50:08+00:00,11620,Platform.NINTENDONT,,9.0,,25.0,2,False,False
954,20190406T185750,2019-04-06 18:57:50+00:00,7696,Platform.NINTENDONT,,20.0,,2.0,2,False,False
955,20190406T213952,2019-04-06 21:39:52+00:00,8768,Platform.NINTENDONT,19.0,,,14.0,28,False,False
956,20190406T093126,2019-04-06 09:31:26+00:00,17220,Platform.NINTENDONT,2.0,22.0,6.0,16.0,3,True,False
957,20190406T184328,2019-04-06 18:43:28+00:00,13311,Platform.NINTENDONT,,2.0,,2.0,28,False,False
958,20190406T105622,2019-04-06 10:56:22+00:00,10526,Platform.NINTENDONT,2.0,20.0,2.0,9.0,31,True,False
959,20190406T022504,2019-04-06 02:25:04+00:00,14178,Platform.NINTENDONT,16.0,,,25.0,8,False,False
960,20190406T171148,2019-04-06 17:11:48+00:00,10822,Platform.NINTENDONT,19.0,,,0.0,3,False,False
961,20190406T091902,2019-04-06 09:19:02+00:00,16102,Platform.NINTENDONT,15.0,,,19.0,31,False,False
962,20190406T035722,2019-04-06 03:57:22+00:00,11425,Platform.NINTENDONT,,22.0,,16.0,31,False,False
963,20190406T150421,2019-04-06 15:04:21+00:00,8011,Platform.NINTENDONT,15.0,,,9.0,8,False,False
964,20190406T180416,2019-04-06 18:04:16+00:00,28924,Platform.NINTENDONT,9.0,19.0,,,28,False,False
965,20190406T112606,2019-04-06 11:26:06+00:00,7907,Platform.NINTENDONT,14.0,9.0,2.0,9.0,3,True,False
966,20190406T134831,2019-04-06 13:48:31+00:00,19937,Platform.NINTENDONT,9.0,,15.0,,31,False,False
967,20190406T154109,2019-04-06 15:41:09+00:00,9756,Platform.NINTENDONT,2.0,,,9.0,2,False,False
968,20190406T140815,2019-04-06 14:08:15+00:00,10613,Platform.NINTENDONT,16.0,,,16.0,31,False,False
