,game_id,date,duration,platform,p1_char,p2_char,p3_char,p4_char,stage,is_teams,is_pal
240,20190406T205326,2019-04-06 20:53:26+00:00,14198,Platform.NINTENDONT,,,6.0,9.0,32,False,False
241,20190406T192948,2019-04-06 19:29:48+00:00,5996,Platform.NINTENDONT,,20.0,,23.0,2,False,False
242,20190406T120644,2019-04-06 12:06:44+00:00,9237,Platform.NINTENDONT,,,9.0,2.0,8,False,False
243,20190406T143254,2019-04-06 14:32:54+00:00,15146,Platform.NINTENDONT,0.0,,16.0,,28,False,False
244,20190406T111512,2019-04-06 11:15:12+00:00,10997,Platform.NINTENDONT,15.0,2.0,9.0,6.0,31,True,False
245,20190406T084045,2019-04-06 08:40:45+00:00,11898,Platform.NINTENDONT,,,20.0,25.0,8,False,False
246,20190406T163635,2019-04-06 16:36:35+00:00,7451,Platform.NINTENDONT,9.0,,,19.0,31,False,False
247,20190406T010817,2019-04-06 01:08:17+00:00,8975,Platform.NINTENDONT,2.0,,2.0,,3,False,False
248,20190406T161744,2019-04-06 16:17:44+00:00,7022,Platform.NINTENDONT,9.0,,,25.0,32,False,False
249,20190406T135301,2019-04-06 13:53:01+00:00,10952,Platform.NINTENDONT,20.0,,,13.0,2,False,False
250,20190309T021842,2019-03-09 02:18:42+00:00,9489,Platform.NINTENDONT,19.0,2.0,,,2,False,False
251,20190406T121348,2019-04-06 12:13:48+00:00,4376,Platform.NINTENDONT,,,9.0,2.0,28,False,False
252,20190406T184509,2019-04-06 18:45:09+00:00,10538,Platform.NINTENDONT,15.0,,,2.0,2,False,False
253,20190406T095404,2019-04-06 09:54:04+00:00,12969,Platform.NINTENDONT,12.0,2.0,20.0,19.0,3,True,False
254,20190406T190554,2019-04-06 19:05:54+00:00,15209,Platform.NINTENDONT,,19.0,,2.0,28,False,False
255,20190309T003836,2019-03-09 00:38:36+00:00,12034,Platform.NINTENDONT,20.0,,,19.0,3,False,False
256,20190406T124740,2019-04-06 12:47:40+00:00,8380,Platform.NINTENDONT,20.0,9.0,,,3,False,False
257,20190406T213155,2019-04-06 21:31:55+00:00,13961,Platform.NINTENDONT,20.0,,,16.0,3,False,False
258,20190406T125339,2019-04-06 12:53:39+00:00,12728,Platform.NINTENDONT,25.0,,2.0,,28,False,False
259,20190406T205051,2019-04-06 20:50:51+00:00,2595,Platform.NINTENDONT,20.0,,,6.0,31,False,False
260,20190406T203408,2019-04-06 20:34:08+00:00,13830,Platform.NINTENDONT,20.0,,,6.0,3,False,False
261,20190406T071026,2019-04-06 07:10:26+00:00,10465,Platform.NINTENDONT,20.0,,15.0,,31,False,False
262,20190406T193909,2019-04-06 19:39:09+00:00,11266,Platform.NINTENDONT,9.0,,2.0,,28,False,False
263,20190406T121605,2019-04-06 12:16:05+00:00,6434,Platform.NINTENDONT,25.0,12.0,,11.0,32,True,False
264,20190406T183529,2019-04-06 18:35:29+00:00,7469,Platform.NINTENDONT,20.0,,,2.0,31,False,False
265,20190406T043719,2019-04-06 04:37:19+00:00,11671,Platform.NINTENDONT,,,9.0,2.0,3,False,False
266,20190406T185158,2019-04-06 18:51:58+00:00,9580,Platform.NINTENDONT,15.0,,,2.0,32,False,False
267,20190406T092342,2019-04-06 09:23:42+00:00,11515,Platform.NINTENDONT,15.0,,,19.0,8,False,False
268,20190309T022153,2019-03-09 02:21:53+00:00,12586,Platform.NINTENDONT,19.0,,,2.0,28,False,False
269,20190406T142407,2019-04-06 14:24:07+00:00,13336,Platform.NINTENDONT,12.0,,20.0,,31,False,False
270,20190406T053913,2019-04-06 05:39:13+00:00,10070,Platform.NINTENDONT,,20.0,19.0,,31,False,False
271,20190406T220951,2019-04-06 22:09:51+00:00,19780,Platform.NINTENDONT,20.0,,,16.0,28,False,False
272,20190309T003348,2019-03-09 00:33:48+00:00,2328,Platform.NINTENDONT,20.0,,,18.0,31,False,False
273,20190406T173355,2019-04-06 17:33:55+00:00,12228,Platform.NINTENDONT,7.0,,,20.0,2,False,False
274,20190406T172739,2019-04-06 17:27:39+00:00,8434,Platform.NINTENDONT,,,0.0,9.0,2,False,False
275,20190406T100422,2019-04-06 10:04:22+00:00,9099,Platform.NINTENDONT,22.0,,,2.0,31,False,False
276,20190406T115749,2019-04-06 11:57:49+00:00,11296,Platform.NINTENDONT,,1.0,17.0,,8,False,False
277,20190406T142605,2019-04-06 14:26:05+00:00,8403,Platform.NINTENDONT,,,0.0,12.0,2,False,False
278,20190406T004122,2019-04-06 00:41:22+00:00,13912,Platform.NINTENDONT,,,15.0,9.0,28,False,False
279,20190406T154729,2019-04-06 15:47:29+00:00,5387,Platform.NINTENDONT,9.0,,,16.0,31,False,False
280,20190406T152358,2019-04-06 15:23:58+00:00,12754,Platform.NINTENDONT,22.0,,,19.0,31,False,False
281,20190406T101714,2019-04-06 10:17:14+00:00,5901,Platform.NINTENDONT,,12.0,,2.0,32,False,False
282,20190406T195607,2019-04-06 19:56:07+00:00,10362,Platform.NINTENDONT,20.0,,,1.0,31,False,False
283,20190406T105214,2019-04-06 10:52:14+00:00,10040,Platform.NINTENDONT,,12.0,,2.0,8,False,False
284,20190406T181114,2019-04-06 18:11:14+00:00,4457,Platform.NINTENDONT,,20.0,,2.0,28,False,False
285,20190406T120651,2019-04-06 12:06:51+00:00,9443,Platform.NINTENDONT,20.0,,,9.0,2,False,False
286,20190406T194451,2019-04-06 19:44:51+00:00,9291,Platform.NINTENDONT,0.0,,,20.0,31,False,False
287,20190406T150413,2019-04-06 15:04:13+00:00,746,Platform.NINTENDONT,2.0,,20.0,2.0,3,False,False
288,20190406T001106,2019-04-06 00:11:06+00:00,6246,Platform.NINTENDONT,0.0,,,9.0,3,False,False
289,20190406T180418,2019-04-06 18:04:18+00:00,10624,Platform.NINTENDONT,,19.0,,0.0,2,False,False
290,20190406T111315,2019-04-06 11:13:15+00:00,11458,Platform.NINTENDONT,20.0,,,19.0,31,False,False
291,20190406T120447,2019-04-06 12:04:47+00:00,6472,Platform.NINTENDONT,,,9.0,2.0,3,False,False
292,20190406T174016,2019-04-06 17:40:16+00:00,6684,Platform.NINTENDONT,2.0,,,2.0,2,False,False
293,20190406T123628,2019-04-06 12:36:28+00:00,14342,Platform.NINTENDONT,0.0,9.0,,,3,False,False
294,20190406T215444,2019-04-06 21:54:44+00:00,11438,Platform.NINTENDONT,20.0,,,16.0,28,False,False
295,20190406T180815,2019-04-06 18:08:15+00:00,8606,Platform.NINTENDONT,,2.0,,2.0,8,False,False
296,20190406T144843,2019-04-06 14:48:43+00:00,9005,Platform.NINTENDONT,,2.0,,9.0,2,False,False
297,20190406T175320,2019-04-06 17:53:20+00:00,11250,Platform.NINTENDONT,,2.0,,0.0,3,False,False
298,20190406T154305,2019-04-06 15:43:05+00:00,9126,Platform.NINTENDONT,2.0,,,19.0,2,False,False
299,20190406T084326,2019-04-06 08:43:26+00:00,10574,Platform.NINTENDONT,,22.0,,1.0,2,False,False
300,20190406T074943,2019-04-06 07:49:43+00:00,9022,Platform.NINTENDONT,2.0,,,0.0,28,False,False
301,20190406T001304,2019-04-06 00:13:04+00:00,7374,Platform.NINTENDONT,0.0,,,9.0,32,False,False
302,20190309T023305,2019-03-09 02:33:05+00:00,15776,Platform.NINTENDONT,15.0,,,19.0,28,False,False
303,20190406T102656,2019-04-06 10:26:56+00:00,13069,Platform.NINTENDONT,20.0,25.0,2.0,19.0,28,True,False
304,20190406T184341,2019-04-06 18:43:41+00:00,13451,Platform.NINTENDONT,,,0.0,9.0,28,False,False
305,20190406T142500,2019-04-06 14:25:00+00:00,15853,Platform.NINTENDONT,15.0,,,12.0,31,False,False
306,20190406T200953,2019-04-06 20:09:53+00:00,8140,Platform.NINTENDONT,0.0,,,1.0,3,False,False
307,20190406T003206,2019-04-06 00:32:06+00:00,7404,Platform.NINTENDONT,0.0,,,9.0,32,False,False
308,20190406T185705,2019-04-06 18:57:05+00:00,7351,Platform.NINTENDONT,15.0,,,2.0,8,False,False
309,20190406T141753,2019-04-06 14:17:53+00:00,10234,Platform.NINTENDONT,4.0,,,12.0,8,False,False
310,20190406T011825,2019-04-06 01:18:25+00:00,5395,Platform.NINTENDONT,2.0,,,9.0,32,False,False
311,20190406T111831,2019-04-06 11:18:31+00:00,7806,Platform.NINTENDONT,15.0,2.0,2.0,20.0,32,True,False
312,20190406T130633,2019-04-06 13:06:33+00:00,9355,Platform.NINTENDONT,,14.0,20.0,,28,False,False
313,20190406T125558,2019-04-06 12:55:58+00:00,12272,Platform.NINTENDONT,,12.0,15.0,7.0,31,False,False
314,20190406T150851,2019-04-06 15:08:51+00:00,10291,Platform.NINTENDONT,15.0,2.0,,,8,False,False
315,20190406T152505,2019-04-06 15:25:05+00:00,12431,Platform.NINTENDONT,,,9.0,12.0,28,False,False
316,20190406T151742,2019-04-06 15:17:42+00:00,12027,Platform.NINTENDONT,,,9.0,12.0,2,False,False
317,20190406T164921,2019-04-06 16:49:21+00:00,12885,Platform.NINTENDONT,,,0.0,2.0,28,False,False
318,20190406T153633,2019-04-06 15:36:33+00:00,10215,Platform.NINTENDONT,,,9.0,16.0,31,False,False
319,20190406T020144,2019-04-06 02:01:44+00:00,14892,Platform.NINTENDONT,15.0,14.0,,,31,False,False
320,20190406T073508,2019-04-06 07:35:08+00:00,22322,Platform.NINTENDONT,9.0,,,9.0,31,False,False
321,20190406T211309,2019-04-06 21:13:09+00:00,14948,Platform.NINTENDONT,,,6.0,16.0,3,False,False
322,20190406T181629,2019-04-06 18:16:29+00:00,7655,Platform.NINTENDONT,,9.0,,2.0,32,False,False
323,20190406T095648,2019-04-06 09:56:48+00:00,3042,Platform.NINTENDONT,2.0,,,15.0,31,False,False
324,20190406T145125,2019-04-06 14:51:25+00:00,8549,Platform.NINTENDONT,,2.0,,9.0,32,False,False
325,20190406T175019,2019-04-06 17:50:19+00:00,5131,Platform.NINTENDONT,9.0,,,2.0,8,False,False
326,20190406T153948,2019-04-06 15:39:48+00:00,1007,Platform.NINTENDONT,,,9.0,0.0,3,False,False
327,20190406T174449,2019-04-06 17:44:49+00:00,3298,Platform.NINTENDONT,2.0,,19.0,,28,False,False
328,20190406T154941,2019-04-06 15:49:41+00:00,12593,Platform.NINTENDONT,9.0,,,16.0,31,False,False
329,20190406T175743,2019-04-06 17:57:43+00:00,12348,Platform.NINTENDONT,14.0,,14.0,,31,False,False
330,20190406T110326,2019-04-06 11:03:26+00:00,12762,Platform.NINTENDONT,0.0,12.0,6.0,16.0,32,True,False
331,20190406T183228,2019-04-06 18:32:28+00:00,12265,Platform.NINTENDONT,,9.0,,25.0,8,False,False
332,20190406T113613,2019-04-06 11:36:13+00:00,11248,Platform.NINTENDONT,,9.0,19.0,,8,False,False
333,20190406T134253,2019-04-06 13:42:53+00:00,8024,Platform.NINTENDONT,2.0,2.0,,,8,False,False
334,20190309T002227,2019-03-09 00:22:27+00:00,19796,Platform.NINTENDONT,1.0,,,9.0,32,False,False
335,20190406T162001,2019-04-06 16:20:01+00:00,7904,Platform.NINTENDONT,9.0,,,2.0,28,False,False
336,20190406T005918,2019-04-06 00:59:18+00:00,8838,Platform.NINTENDONT,2.0,12.0,,,32,False,False
337,20190308T235715,2019-03-08 23:57:15+00:00,12067,Platform.NINTENDONT,14.0,,,9.0,3,False,False
338,20190406T161252,2019-04-06 16:12:52+00:00,8051,Platform.NINTENDONT,,,12.0,3.0,2,False,False
339,20190406T073124,2019-04-06 07:31:24+00:00,10878,Platform.NINTENDONT,9.0,,9.0,,28,False,False
340,20190309T001713,2019-03-09 00:17:13+00:00,8288,Platform.NINTENDONT,2.0,,,9.0,8,False,False
341,20190406T211056,2019-04-06 21:10:56+00:00,7401,Platform.NINTENDONT,2.0,20.0,,,8,False,False
342,20190406T193953,2019-04-06 19:39:53+00:00,8448,Platform.NINTENDONT,22.0,,,7.0,28,False,False
343,20190406T111011,2019-04-06 11:10:11+00:00,10806,Platform.NINTENDONT,,,12.0,2.0,28,False,False
344,20190406T092330,2019-04-06 09:23:30+00:00,10681,Platform.NINTENDONT,2.0,,,7.0,3,False,False
345,20190406T002051,2019-04-06 00:20:51+00:00,10013,Platform.NINTENDONT,15.0,7.0,0.0,0.0,3,True,False
346,20190406T130949,2019-04-06 13:09:49+00:00,10637,Platform.NINTENDONT,3.0,,,11.0,2,False,False
347,20190406T174448,2019-04-06 17:44:48+00:00,12714,Platform.NINTENDONT,0.0,,,9.0,32,False,False
348,20190406T122626,2019-04-06 12:26:26+00:00,7524,Platform.NINTENDONT,0.0,,,19.0,3,False,False
349,20190406T175018,2019-04-06 17:50:18+00:00,15345,Platform.NINTENDONT,6.0,,7.0,,3,False,False
350,20190406T214338,2019-04-06 21:43:38+00:00,17263,Platform.NINTENDONT,20.0,,,16.0,3,False,False
351,20190406T154029,2019-04-06 15:40:29+00:00,11660,Platform.NINTENDONT,,,20.0,0.0,3,False,False
352,20190406T181614,2019-04-06 18:16:14+00:00,9190,Platform.NINTENDONT,9.0,,,20.0,31,False,False
353,20190406T110119,2019-04-06 11:01:19+00:00,10543,Platform.NINTENDONT,2.0,,,12.0,31,False,False
354,20190406T204842,2019-04-06 20:48:42+00:00,7528,Platform.NINTENDONT,9.0,,,16.0,2,False,False
355,20190406T193238,2019-04-06 19:32:38+00:00,7134,Platform.NINTENDONT,20.0,,,7.0,31,False,False
356,20190406T202406,2019-04-06 20:24:06+00:00,10779,Platform.NINTENDONT,9.0,,,16.0,28,False,False
357,20190406T131706,2019-04-06 13:17:06+00:00,9162,Platform.NINTENDONT,,0.0,2.0,,28,False,False
358,20190406T125015,2019-04-06 12:50:15+00:00,9778,Platform.NINTENDONT,20.0,9.0,,,28,False,False
359,20190406T161657,2019-04-06 16:16:57+00:00,11064,Platform.NINTENDONT,1.0,,,9.0,32,False,False
360,20190309T000753,2019-03-09 00:07:53+00:00,10894,Platform.NINTENDONT,,,6.0,12.0,31,False,False
361,20190309T010232,2019-03-09 01:02:32+00:00,12858,Platform.NINTENDONT,2.0,,,19.0,32,False,False
362,20190308T235338,2019-03-08 23:53:38+00:00,13174,Platform.NINTENDONT,9.0,,,2.0,31,False,False
363,20190406T005306,2019-04-06 00:53:06+00:00,11559,Platform.NINTENDONT,,,15.0,9.0,32,False,False
364,20190406T172824,2019-04-06 17:28:24+00:00,5883,Platform.NINTENDONT,7.0,,,20.0,31,False,False
365,20190406T112108,2019-04-06 11:21:08+00:00,12084,Platform.NINTENDONT,0.0,,,19.0,2,False,False
366,20190406T113216,2019-04-06 11:32:16+00:00,13428,Platform.NINTENDONT,,9.0,19.0,,28,False,False
367,20190406T201319,2019-04-06 20:13:19+00:00,6979,Platform.NINTENDONT,,,20.0,2.0,2,False,False
368,20190406T120421,2019-04-06 12:04:21+00:00,7842,Platform.NINTENDONT,,2.0,,9.0,8,False,False
369,20190406T140316,2019-04-06 14:03:16+00:00,8269,Platform.NINTENDONT,0.0,,,19.0,31,False,False
370,20190406T135945,2019-04-06 13:59:45+00:00,11819,Platform.NINTENDONT,0.0,,,19.0,8,False,False
371,20190406T190323,2019-04-06 19:03:23+00:00,9864,Platform.NINTENDONT,2.0,,,12.0,28,False,False
372,20190406T190445,2019-04-06 19:04:45+00:00,9852,Platform.NINTENDONT,,9.0,,25.0,8,False,False
373,20190406T054407,2019-04-06 05:44:07+00:00,132,Platform.NINTENDONT,,20.0,0.0,,32,False,False
374,20190309T003933,2019-03-09 00:39:33+00:00,12445,Platform.NINTENDONT,2.0,20.0,,,3,False,False
375,20190406T173912,2019-04-06 17:39:12+00:00,10337,Platform.NINTENDONT,14.0,,15.0,,31,False,False
376,20190406T183405,2019-04-06 18:34:05+00:00,990,Platform.NINTENDONT,,2.0,,2.0,31,False,False
377,20190406T015315,2019-04-06 01:53:15+00:00,9245,Platform.NINTENDONT,,9.0,,20.0,3,False,False
378,20190406T185921,2019-04-06 18:59:21+00:00,7923,Platform.NINTENDONT,20.0,,,2.0,31,False,False
379,20190406T035006,2019-04-06 03:50:06+00:00,8968,Platform.NINTENDONT,,20.0,,16.0,2,False,False
380,20190406T104203 copy,2019-04-06 10:42:03+00:00,17060,Platform.NINTENDONT,20.0,25.0,0.0,19.0,32,True,False
381,20190406T183607,2019-04-06 18:36:07+00:00,11015,Platform.NINTENDONT,,9.0,,25.0,32,False,False
382,20190406T201125,2019-04-06 20:11:25+00:00,7720,Platform.NINTENDONT,16.0,,,9.0,2,False,False
383,20190406T020609,2019-04-06 02:06:09+00:00,16005,Platform.NINTENDONT,15.0,14.0,,,28,False,False
384,20190308T235312,2019-03-08 23:53:12+00:00,16945,Platform.NINTENDONT,,,9.0,15.0,2,False,False
385,20190406T031857,2019-04-06 03:18:57+00:00,7546,Platform.NINTENDONT,9.0,9.0,,,3,False,False
386,20190406T194233,2019-04-06 19:42:33+00:00,9546,Platform.NINTENDONT,9.0,,,25.0,31,False,False
387,20190406T193548,2019-04-06 19:35:48+00:00,9329,Platform.NINTENDONT,2.0,,,2.0,31,False,False
388,20190406T164842,2019-04-06 16:48:42+00:00,14971,Platform.NINTENDONT,9.0,,15.0,,3,False,False
389,20190406T193212,2019-04-06 19:32:12+00:00,8453,Platform.NINTENDONT,2.0,14.0,,,8,False,False
390,20190406T201045,2019-04-06 20:10:45+00:00,8311,Platform.NINTENDONT,9.0,,,2.0,28,False,False
391,20190406T130546,2019-04-06 13:05:46+00:00,15247,Platform.NINTENDONT,16.0,,,16.0,31,False,False
392,20190406T095850,2019-04-06 09:58:50+00:00,10495,Platform.NINTENDONT,19.0,,,15.0,31,False,False
393,20190406T134734,2019-04-06 13:47:34+00:00,20219,Platform.NINTENDONT,16.0,9.0,,,3,False,False
394,20190406T133701,2019-04-06 13:37:01+00:00,17110,Platform.NINTENDONT,,9.0,,16.0,31,False,False
395,20190406T202941,2019-04-06 20:29:41+00:00,10475,Platform.NINTENDONT,20.0,,,6.0,8,False,False
396,20190406T152116,2019-04-06 15:21:16+00:00,13055,Platform.NINTENDONT,,,9.0,12.0,32,False,False
397,20190406T160832,2019-04-06 16:08:32+00:00,8516,Platform.NINTENDONT,,,11.0,16.0,31,False,False
398,20190406T193010,2019-04-06 19:30:10+00:00,11227,Platform.NINTENDONT,,,2.0,20.0,2,False,False
399,20190406T220504,2019-04-06 22:05:04+00:00,16360,Platform.NINTENDONT,20.0,,,16.0,31,False,False
400,20190406T202028,2019-04-06 20:20:28+00:00,8727,Platform.NINTENDONT,,,14.0,0.0,2,False,False
401,20190406T203322,2019-04-06 20:33:22+00:00,9180,Platform.NINTENDONT,16.0,,0.0,,28,False,False
402,20190406T132609,2019-04-06 13:26:09+00:00,13455,Platform.NINTENDONT,,20.0,2.0,,8,False,False
403,20190406T174649,2019-04-06 17:46:49+00:00,11671,Platform.NINTENDONT,6.0,,7.0,,28,False,False
404,20190406T123705,2019-04-06 12:37:05+00:00,11315,Platform.NINTENDONT,,9.0,20.0,,31,False,False
405,20190406T180904,2019-04-06 18:09:04+00:00,7872,Platform.NINTENDONT,9.0,,,20.0,32,False,False
406,20190406T201534,2019-04-06 20:15:34+00:00,11328,Platform.NINTENDONT,,,0.0,20.0,31,False,False
407,20190406T193011,2019-04-06 19:30:11+00:00,5822,Platform.NINTENDONT,,2.0,,2.0,32,False,False
408,20190406T181401,2019-04-06 18:14:01+00:00,16869,Platform.NINTENDONT,15.0,,,14.0,31,False,False
409,20190406T182120,2019-04-06 18:21:20+00:00,8897,Platform.NINTENDONT,9.0,,,20.0,8,False,False
410,20190406T135417,2019-04-06 13:54:17+00:00,10607,Platform.NINTENDONT,9.0,,15.0,,32,False,False
411,20190406T115923,2019-04-06 11:59:23+00:00,9006,Platform.NINTENDONT,20.0,9.0,,,2,False,False
412,20190406T143230,2019-04-06 14:32:30+00:00,11485,Platform.NINTENDONT,0.0,,,20.0,8,False,False
413,20190406T184747,2019-04-06 18:47:47+00:00,8793,Platform.NINTENDONT,,,0.0,9.0,3,False,False
414,20190406T192643,2019-04-06 19:26:43+00:00,11544,Platform.NINTENDONT,,2.0,,2.0,28,False,False
415,20190406T061640,2019-04-06 06:16:40+00:00,11038,Platform.NINTENDONT,20.0,,,7.0,3,False,False
416,20190406T161640,2019-04-06 16:16:40+00:00,6895,Platform.NINTENDONT,,,12.0,22.0,20,False,False
417,20190406T140856,2019-04-06 14:08:56+00:00,11916,Platform.NINTENDONT,20.0,,,0.0,28,False,False
418,20190309T002635,2019-03-09 00:26:35+00:00,13107,Platform.NINTENDONT,19.0,,,16.0,32,False,False
419,20190406T195925,2019-04-06 19:59:25+00:00,735,Platform.NINTENDONT,20.0,,,1.0,31,False,False
420,20190406T215810,2019-04-06 21:58:10+00:00,10768,Platform.NINTENDONT,20.0,,,16.0,32,False,False
421,20190406T172833,2019-04-06 17:28:33+00:00,7192,Platform.NINTENDONT,12.0,,,0.0,8,False,False
422,20190406T194408,2019-04-06 19:44:08+00:00,10613,Platform.NINTENDONT,25.0,,2.0,,32,False,False
423,20190406T102330,2019-04-06 10:23:30+00:00,15961,Platform.NINTENDONT,,12.0,,2.0,28,False,False
424,20190406T112137,2019-04-06 11:21:37+00:00,8869,Platform.NINTENDONT,20.0,20.0,,,31,False,False
425,20190406T182242,2019-04-06 18:22:42+00:00,5416,Platform.NINTENDONT,0.0,,0.0,,31,False,False
426,20190309T011846,2019-03-09 01:18:46+00:00,6750,Platform.NINTENDONT,2.0,,,20.0,31,False,False
427,20190406T121714,2019-04-06 12:17:14+00:00,8175,Platform.NINTENDONT,9.0,20.0,,,31,False,False
428,20190406T213050,2019-04-06 21:30:50+00:00,6304,Platform.NINTENDONT,,,9.0,6.0,8,False,False
429,20190406T134457,2019-04-06 13:44:57+00:00,9724,Platform.NINTENDONT,0.0,,,19.0,2,False,False
430,20190406T205154,2019-04-06 20:51:54+00:00,5495,Platform.NINTENDONT,20.0,,,20.0,31,False,False
431,20190406T101407,2019-04-06 10:14:07+00:00,11991,Platform.NINTENDONT,12.0,,2.0,,3,False,False
432,20190406T192258 copy,2019-04-06 19:22:58+00:00,8720,Platform.NINTENDONT,9.0,,0.0,,31,False,False
433,20190406T140329,2019-04-06 14:03:29+00:00,13624,Platform.NINTENDONT,2.0,,,13.0,28,False,False
434,20190406T213939,2019-04-06 21:39:39+00:00,8098,Platform.NINTENDONT,20.0,,,2.0,8,False,False
435,20190406T121933,2019-04-06 12:19:33+00:00,8969,Platform.NINTENDONT,20.0,20.0,,,2,False,False
436,20190406T190322,2019-04-06 19:03:22+00:00,8206,Platform.NINTENDONT,,20.0,,2.0,32,False,False
437,20190406T154406,2019-04-06 15:44:06+00:00,11207,Platform.NINTENDONT,2.0,,,9.0,28,False,False
438,20190406T183438,2019-04-06 18:34:38+00:00,9575,Platform.NINTENDONT,,2.0,,2.0,28,False,False
439,20190406T154358,2019-04-06 15:43:58+00:00,6309,Platform.NINTENDONT,,,20.0,16.0,28,False,False
440,20190406T162832,2019-04-06 16:28:32+00:00,14801,Platform.NINTENDONT,1.0,,,9.0,28,False,False
441,20190406T151546,2019-04-06 15:15:46+00:00,9904,Platform.NINTENDONT,20.0,2.0,,,2,False,False
442,20190406T195510,2019-04-06 19:55:10+00:00,9151,Platform.NINTENDONT,2.0,,,20.0,28,False,False
443,20190406T161446,2019-04-06 16:14:46+00:00,8089,Platform.NINTENDONT,0.0,,,2.0,2,False,False
444,20190406T194815,2019-04-06 19:48:15+00:00,9809,Platform.NINTENDONT,9.0,,,25.0,31,False,False
445,20190406T133314,2019-04-06 13:33:14+00:00,11178,Platform.NINTENDONT,2.0,2.0,,,31,False,False
446,20190406T122219,2019-04-06 12:22:19+00:00,14857,Platform.NINTENDONT,0.0,1.0,17.0,18.0,31,True,False
447,20190406T223829,2019-04-06 22:38:29+00:00,2065,Platform.NINTENDONT,9.0,,,9.0,31,False,False
448,20190406T155907,2019-04-06 15:59:07+00:00,7786,Platform.NINTENDONT,,,6.0,15.0,32,False,False
449,20190406T164516,2019-04-06 16:45:16+00:00,9088,Platform.NINTENDONT,,16.0,20.0,,2,False,False
450,20190406T124654,2019-04-06 12:46:54+00:00,9425,Platform.NINTENDONT,,9.0,,2.0,32,False,False
451,20190309T020309,2019-03-09 02:03:09+00:00,10116,Platform.NINTENDONT,19.0,,,2.0,28,False,False
452,20190406T103758,2019-04-06 10:37:58+00:00,6860,Platform.NINTENDONT,,12.0,,2.0,8,False,False
453,20190406T150314,2019-04-06 15:03:14+00:00,14245,Platform.NINTENDONT,,,2.0,12.0,28,False,False
454,20190309T030640,2019-03-09 03:06:40+00:00,11675,Platform.NINTENDONT,16.0,,0.0,,32,False,False
455,20190406T084637,2019-04-06 08:46:37+00:00,12709,Platform.NINTENDONT,,,17.0,1.0,28,False,False
456,20190406T170749,2019-04-06 17:07:49+00:00,20769,Platform.NINTENDONT,9.0,,,16.0,8,False,False
457,20190406T064728,2019-04-06 06:47:28+00:00,11310,Platform.NINTENDONT,,,14.0,9.0,32,False,False
458,20190406T174249,2019-04-06 17:42:49+00:00,6809,Platform.NINTENDONT,2.0,,,15.0,32,False,False
459,20190406T161650,2019-04-06 16:16:50+00:00,1275,Platform.NINTENDONT,9.0,,,4.0,31,False,False
460,20190309T005604,2019-03-09 00:56:04+00:00,11337,Platform.NINTENDONT,2.0,,,19.0,28,False,False
461,20190406T134645,2019-04-06 13:46:45+00:00,10243,Platform.NINTENDONT,20.0,,,13.0,28,False,False
462,20190406T193203,2019-04-06 19:32:03+00:00,10778,Platform.NINTENDONT,,2.0,,2.0,2,False,False
463,20190406T144229,2019-04-06 14:42:29+00:00,9955,Platform.NINTENDONT,9.0,2.0,,,8,False,False
464,20190406T210830,2019-04-06 21:08:30+00:00,7840,Platform.NINTENDONT,2.0,20.0,,,28,False,False
465,20190406T080525,2019-04-06 08:05:25+00:00,7594,Platform.NINTENDONT,19.0,20.0,,,28,False,False
466,20190406T142102,2019-04-06 14:21:02+00:00,13416,Platform.NINTENDONT,15.0,,,12.0,8,False,False
467,20190406T133923,2019-04-06 13:39:23+00:00,7921,Platform.NINTENDONT,9.0,,,7.0,31,False,False
468,20190406T175023,2019-04-06 17:50:23+00:00,9497,Platform.NINTENDONT,,2.0,,0.0,8,False,False
469,20190406T085105,2019-04-06 08:51:05+00:00,7823,Platform.NINTENDONT,9.0,,,2.0,31,False,False
470,20190406T135822,2019-04-06 13:58:22+00:00,14833,Platform.NINTENDONT,16.0,,,16.0,28,False,False
471,20190309T034036,2019-03-09 03:40:36+00:00,15793,Platform.NINTENDONT,12.0,7.0,,,3,False,False
472,20190406T125359,2019-04-06 12:53:59+00:00,12835,Platform.NINTENDONT,,10.0,,0.0,3,False,False
473,20190406T122344,2019-04-06 12:23:44+00:00,8460,Platform.NINTENDONT,0.0,,,19.0,31,False,False
474,20190406T163318,2019-04-06 16:33:18+00:00,10457,Platform.NINTENDONT,,,0.0,15.0,32,False,False
475,20190406T175552,2019-04-06 17:55:52+00:00,7482,Platform.NINTENDONT,2.0,20.0,,,3,False,False
476,20190406T171720,2019-04-06 17:17:20+00:00,5464,Platform.NINTENDONT,2.0,,,2.0,32,False,False
477,20190406T024912,2019-04-06 02:49:12+00:00,9847,Platform.NINTENDONT,,7.0,,2.0,32,False,False
478,20190406T164113,2019-04-06 16:41:13+00:00,13174,Platform.NINTENDONT,,2.0,2.0,,8,False,False
479,20190406T090904,2019-04-06 09:09:04+00:00,16659,Platform.NINTENDONT,,9.0,,15.0,31,False,False
480,20190406T104630,2019-04-06 10:46:30+00:00,9775,Platform.NINTENDONT,,12.0,,2.0,3,False,False
481,20190406T105248,2019-04-06 10:52:48+00:00,8605,Platform.NINTENDONT,,,2.0,19.0,31,False,False
482,20190406T224202,2019-04-06 22:42:02+00:00,8939,Platform.NINTENDONT,9.0,,,9.0,32,False,False
